source,page,content
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,84,"สถิติการเกษตรของประเทศไทย Agricultural Statistics of Thailand 56 ภาค/จังหวัด เนื้อที่เพาะปลูก (ไร่) Planted area (rai) เนื้อที่เก็บเกี่ยว (ไร่) Harvested area (rai) ผลผลิต (ตัน) Production (ton) ผลผลิตต่อไร่ (กก./ไร่) Yield (kg/rai) Region/ Province2565 2022 2566P 2023 2567f 2024 2565 2022 2566P 2023 2567f 2024 2565 2022 2566P 2023 2567f 2024 2565 2022 2566P 2023 2567f 2024 อุตรดิตถ์ 3,407 1,356 1,314 3,407 1,351 1,314 854 336 330 251 249 251 Uttaradit รุ่น 1 824 156 148 824 151 148 207 34 34 251 225 230 Season 1 รุ่น 2 2,583 1,200 1,166 2,583 1,200 1,166 647 302 296 250 252 254 Season 2 พิษณุโลก 788 661 567 788 661 567 193 161 140 245 244 247 Phitsanulok รุ่น 1 198 101 89 198 101 89 55 26 24 278 257 270 Season 1 รุ่น 2 590 560 478 590 560 478 138 135 116 234 241 243 Season 2 เลย 1,639 1,758 1,627 1,639 1,750 1,614 409 423 401 250 242 248 Loei รุ่น 1 76 169 114 76 166 112 16 39 27 211 235 241 Season 1 รุ่น 2 1,563 1,589 1,513 1,563 1,584 1,502 393 384 374 251 242 249 Season 2"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,84,"250 Chaiyaphum รุ่น 1 434 360 291 434 355 288 115 98 80 265 276 278 Season 1 รุ่น 2 11,812 12,157 12,056 11,812 12,157 12,020 2,929 3,001 3,002 248 247 250 Season 2 อื่น ๆ1/ 334 70 45 334 70 45 83 18 12 249 257 267 Others1/ ตารางที่ 2.7 ถั่วเหลืองแยกรุ่น: เนื้อที่ ผลผลิต และผลผลิตต่อไร่ เป็นรายภาค และรายจังหวัด ปี 2565-2567 (ต่อ) Table 2.7 Soybean Classified by Plant varieties: Area, production and yield by region and province, 2022-2024 (Continued) หมายเหตุ: 1/ อื่น ๆ ได้แก่ จังหวัดลำาพูน พิจิตร และกาญจนบุรี Remark: 1/The others are Lamphun, Phichit and Kanchanaburi ถั่วเหลือง: Soybean"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,85,"สถิติการเกษตรของประเทศไทย Agricultural Statistics of Thailand 57 มะพร้าว: Coconut ประเทศ เนื้อที่ให้ผล (1,000 ไร่) Harvested area (1,000 rais) ผลผลิต (1,000 ตัน) Production (1,000 tons) ผลผลิตต่อไร่ (กก./ไร่) Yield (kg/rai) Countries2564 2021 2565 2022 2566 2023 2564 2021 2565 2022 2566 2023 2564 2021 2565 2022 2566 2023 รวมทั้งโลก 69,130 68,784 70,318 64,176 63,596 64,616 928 925 919 World Total อินโดนีเซีย 17,375 17,438 17,563 18,100 18,070 17,970 1,042 1,036 1,023 Indonesia ฟิลิปปินส์ 22,793 22,526 22,907 14,717 14,931 14,893 646 663 650 Philippines อินเดีย 13,744 13,463 14,231 14,301 13,317 14,163 1,041 989 995 India บราซิล 1,172 1,185 1,167 2,465 2,744 2,898 2,103 2,317 2,484 Brazil เวียดนาม 1,048 1,080 1,111 1,867 1,924 2,132 1,781 1,782 1,920 Vietnam ศรีลังกา 2,851 2,877 3,001 2,496 2,204 2,061 876 766 687 Sri Lanka ปาปัวนิวกินี 1,176 1,197 1,321 1,186 1,224 1,370 1,009 1,023 1,037 Papua New Guinea เม็กซิโก 775 780 784 1,074 1,120 1,145 1,386 1,436 1,461 Mexico เมียนมา 306 306"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,85,"Papua New Guinea เม็กซิโก 775 780 784 1,074 1,120 1,145 1,386 1,436 1,461 Mexico เมียนมา 306 306 283 1,220 1,143 1,122 3,984 3,741 3,961 Myanmar ไทย 1/ 802 815 817 913 947 911 1,138 1,162 1,115 Thailand 1/ อื่น ๆ 7,086 7,119 7,132 5,836 5,971 5,951 824 839 834 Others ที่มา: องค์การอาหารและเกษตรแห่งสหประชาชาติ Source: Food and Agriculture Organization of the United Nations หมายเหตุ: 1/ ข้อมูลประเทศไทยปรับปรุงโดย สำานักงานเศรษฐกิจการเกษตร Remark: 1/ Thailand information was updated by Office of Agricultural Economics. อันดับเรียงตามผลผลิต Sorted by product ข้อมูล ณ 8 ม.ค. 2568 Data as of 8 Jan 2025 ตารางที่ 2.8 มะพร้าว: เนื้อที่ให้ผล ผลผลิต และผลผลิตต่อไร่ ของประเทศผู้ผลิตที่สำาคัญ 10 อันดับแรก ปี 2564-2566 Table 2.8 Coconut: Harvested area, production and yield of top 10 major countries, 2021-2023 รูปที่ 2.7 มะพร้าว: เนื้อที่ให้ผล ผลผลิต และผลผลิตต่อไร่ ของประเทศผู้ผลิตที่สำาคัญ 10 อันดับแรก ปี 2566 Figure 2.7 Coconut: Harvested area, production and yield of top 10 major countries,"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,86,"สถิติการเกษตรของประเทศไทย Agricultural Statistics of Thailand 58 มะพร้าว: Coconut ปี เนื้อที่ยืนต้น (1,000 ไร่) Planted area (1,000 rais) เนื้อที่ให้ผล (1,000 ไร่) Harvested area (1,000 rais) ผลผลิต (1,000 ผล) Production (1,000 Unit) ผลผลิตต่อไร่ (ผล) Yield (Unit) ราคา ที่เกษตรกรขายได้ (บาท/ผล) Farm gate price (Bath/unit) มูลค่าของผลผลิต (ล้านบาท) Value of production (Million baht) Year 2558 858 806 612,730 760 9.71 5,950 2015 2559 844 788 582,356 739 14.36 8,363 2016 2560 826 760 587,501 773 16.95 9,957 2017 2561 853 766 637,694 832 8.41 5,360 2018 2562 858 774 618,830 800 7.76 4,803 2019 2563 861 777 618,246 795 14.36 8,875 2020 2564 861 802 651,856 813 12.37 8,062 2021 2565 863 815 676,325 830 10.59 7,163 2022 2566 861 817 650,681 797 10.22 6,650 2023 2567 862f 821f 600,519f 732f 15.89 9,542 2024 ตารางที่ 2.9 มะพร้าวผลแก่: เนื้อที่ ผลผลิต ผลผลิตต่อไร่ ราคาที่เกษตรกรขายได้ และมูลค่าของผลผลิต ปี 2558-2567 Table 2.9 Coconut: Area, production, yield, farm gate price and value of"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,86,"ปี 2558-2567 Table 2.9 Coconut: Area, production, yield, farm gate price and value of production, 2015-2024 รูปที่ 2.8 มะพร้าวผลแก่: เนื้อที่ ผลผลิต ผลผลิตต่อไร่ และราคาที่เกษตรกรขายได้ ปี 2558-2567 Figure 2.8 Coconut: Area, production, yield, and farm gate price, 2015-2024"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,87,"สถิติการเกษตรของประเทศไทย Agricultural Statistics of Thailand 59 มะพร้าว: Coconut ภาค/จังหวัด เนื้อที่ยืนต้น (ไร่) Planted area (rai) เนื้อที่ให้ผล (ไร่) Harvested area (rai) ผลผลิต (1,000 ผล) Production (1,000 unit) ผลผลิตต่อไร่ (ผล) Yield (unit) Region/ Province2565 2022 2566 2023 2567f 2024 2565 2022 2566 2023 2567f 2024 2565 2022 2566 2023 2567f 2024 2565 2022 2566 2023 2567f 2024 รวมทั้งประเทศ862,718 861,141 861,835 815,137 816,727 820,905 676,325 650,681 600,519 830 797 732 Whole Kingdom เหนือ 2,454 2,377 2,284 2,149 1,990 1,987 709 634 595 330 318 300 Northern ตะวันออกเฉียงเหนือ877 793 778 555 387 362 211 140 126 380 363 348 Northeastern กลาง 489,733 486,587 487,226 461,865 461,688 463,622 389,619 377,838 333,759 844 818 720 Central ใต้ 369,654 371,384 371,547 350,568 352,662 354,934 285,786 272,069 266,038 815 771 750 Southern ตาก 466 462 466 452 442 426 152 146 136 337 329 319 Tak กำาแพงเพชร 363 307 289 346 289 269 96 78 69 276 269 255 Kamphaeng Phet พิษณุโลก 315 278 268 299"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,87,"Phetchaburi ประจวบคีรีขันธ์ 358,544 359,670 361,180 339,169 342,973 344,459 301,911 294,580 254,211 890 859 738 Prachuap Khiri Khan ชุมพร 97,275 97,632 97,752 94,041 94,895 95,500 93,758 87,991 85,091 997 927 891 Chumphon ระนอง 4,524 4,565 4,545 3,910 4,084 4,137 2,569 2,496 2,474 657 611 598 Ranong สุราษฏร์ธานี 81,159 81,297 81,377 79,109 79,935 80,052 55,002 53,489 52,114 695 669 651 Surat Thani พังงา 9,882 9,980 9,880 9,534 9,534 9,458 5,489 5,343 5,174 576 560 547 Phang Nga ภูเก็ต 4,896 4,902 4,905 4,853 4,851 4,891 3,012 2,818 2,773 621 581 567 Phuket กระบี่ 4,943 4,904 4,925 4,825 4,714 4,703 1,969 1,834 1,792 408 389 381 Krabi ตรัง 1,487 1,534 1,527 1,294 1,284 1,274 620 590 573 479 459 450 Trang นครศรีธรรมราช 62,733 63,656 63,908 58,300 58,564 59,513 51,819 50,837 50,169 889 868 843 Nakhon Si Thammarat ตารางที่ 2.10 มะพร้าวผลแก่: เนื้อที่ ผลผลิต และผลผลิตต่อไร่ เป็นรายภาค และรายจังหวัด ปี 2565-2567 Table 2.10 Coconut: Area, production and yield by region and province,"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,88,"สถิติการเกษตรของประเทศไทย Agricultural Statistics of Thailand 60 ภาค/จังหวัด เนื้อที่ยืนต้น (ไร่) Planted area (rai) เนื้อที่ให้ผล (ไร่) Harvested area (rai) ผลผลิต (1,000 ผล) Production (1,000 unit) ผลผลิตต่อไร่ (ผล) Yield (unit) Region/ Province2565 2022 2566 2023 2567f 2024 2565 2022 2566 2023 2567f 2024 2565 2022 2566 2023 2567f 2024 2565 2022 2566 2023 2567f 2024 พัทลุง 4,367 4,484 4,494 4,051 4,200 4,190 3,535 3,576 3,490 873 851 833 Phatthalung สงขลา 9,227 9,203 8,863 7,723 7,589 8,059 4,926 4,645 4,827 638 612 599 Songkhla สตูล 2,898 2,877 2,882 2,359 2,357 2,411 2,269 2,164 2,172 962 918 901 Satun ปัตตานี 41,406 41,653 41,708 36,018 36,300 36,265 24,523 24,122 23,609 681 665 651 Pattani ยะลา 5,597 5,391 5,419 5,543 5,347 5,345 2,334 2,333 2,272 421 436 425 Yala นราธิวาส 39,260 39,306 39,362 39,008 39,008 39,136 33,961 29,831 29,509 871 765 754 Narathiwat อื่น ๆ1/ 332 183 159 306 149 133 105 43 36 343 286 267 Others1/ หมายเหตุ: 1/อื่น ๆ ได้แก่ จังหวัดสุรินทร์ นครนายก"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,88,"159 306 149 133 105 43 36 343 286 267 Others1/ หมายเหตุ: 1/อื่น ๆ ได้แก่ จังหวัดสุรินทร์ นครนายก และปราจีนบุรี Remark: 1/The others are Surin, Nakhon Nayok and Prachin Buri ตารางที่ 2.10 มะพร้าวผลแก่: เนื้อที่ ผลผลิต และผลผลิตต่อไร่ เป็นรายภาค และรายจังหวัด ปี 2565-2567 (ต่อ) Table 2.10 Coconut: Area, production and yield by region and province, 2022-2024 (Continued) รูปที่ 2.9 มะพร้าวผลแก่: เนื้อที่ให้ผล ผลผลิต และผลผลิตต่อไร่ เป็นรายภาค ปี 2567 Figure 2.9 Coconut: Harvested area, production and yield by region, 2024 มะพร้าว: Coconut"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,92,"สถิติการเกษตรของประเทศไทย Agricultural Statistics of Thailand 64 ภาค/จังหวัด เนื้อที่เพาะปลูก (ไร่) Planted area (rai) เนื้อที่เก็บเกี่ยว (ไร่) Harvested area (rai) ผลผลิต (ตัน) Production (ton) ผลผลิตต่อไร่ (กก./ไร่) Yield (kg/rai) Region/ Province2566 2023 2567 2024 2568f 2025 2566 2023 2567 2024 2568f 2025 2566 2023 2567 2024 2568f 2025 2566 2023 2567 2024 2568f 2025 รวมทั้งประเทศ54,583 52,457 52,067 54,534 52,296 52,051 59,326 53,714 55,306 1,088 1,027 1,063 Whole Kingdom เหนือ 52,798 50,822 50,453 52,788 50,786 50,453 57,794 52,416 53,928 1,095 1,032 1,069 Northern ตะวันออกเฉียงเหนือ1,785 1,635 1,614 1,746 1,510 1,598 1,532 1,298 1,378 877 860 862 Northeastern เชียงราย749 684 648 749 684 648 632 562 542 844 822 836 Chiang Rai พะเยา 3,787 2,884 3,035 3,787 2,884 3,035 2,930 2,194 2,343 774 761 772 Phayao ลำาปาง 4,829 4,130 4,265 4,829 4,130 4,265 4,476 3,834 3,988 927 928 935 Lampang ลำาพูน 904 1,222 1,183 904 1,222 1,183 990 1,283 1,298 1,095 1,050 1,097 Lamphun เชียงใหม่ 20,689"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,98,"สถิติการเกษตรของประเทศไทย Agricultural Statistics of Thailand 70 ประเทศ เนื้อที่เก็บเกี่ยว (1,000 ไร่) Harvested area (1,000 rais) ผลผลิต (1,000 ตัน) Production (1,000 tons) ผลผลิตต่อไร่ (กก./ไร่) Yield (kg/rai) Countries 2564 2021 2565 2022 2566 2023 2564 2021 2565 2022 2566 2023 2564 2021 2565 2022 2566 2023 รวมทั้งโลก105,241 104,105 104,994 373,646 373,400 383,083 3,550 3,587 3,649 World Total จีน 28,970 28,360 28,572 94,412 92,360 93,492 3,259 3,257 3,272 China อินเดีย 14,050 13,913 14,575 54,230 56,176 60,142 3,860 4,038 4,126 India ยูเครน 8,020 7,527 7,564 21,356 20,899 21,359 2,663 2,777 2,824 Ukraine สหรัฐอเมริกา 2,351 2,322 2,429 18,717 18,237 19,992 7,960 7,852 8,232 USA รัสเซีย 7,138 6,791 6,909 18,296 18,888 19,374 2,563 2,781 2,804 Russia เยอรมนี 1,614 1,665 1,654 11,312 10,683 11,607 7,007 6,416 7,016 Germany บังกลาเทศ2,929 2,900 2,847 9,887 10,145 10,432 3,375 3,498 3,664 Bangladesh ฝรั่งเศส 1,322 1,323 1,275 8,987 8,067 8,606 6,796 6,098 6,750 France ปากีสถาน 1,465"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,98,"Bangladesh ฝรั่งเศส 1,322 1,323 1,275 8,987 8,067 8,606 6,796 6,098 6,750 France ปากีสถาน 1,465 1,963 2,129 5,873 7,937 8,320 4,010 4,043 3,909 Pakistan อียิปต์ 1,320 1,536 1,473 6,274 7,210 6,869 4,754 4,695 4,665 Egypt ไทย 1/ 40 38 41 120 110 120 3,021 2,917 2,961 Thailand 1/ อื่น ๆ 36,021 35,766 35,528 124,181 122,686 122,769 3,447 3,430 3,456 Others มันฝรั่ง: Potato ตารางที่ 3.9 มันฝรั่ง: เนื้อที่เก็บเกี่ยว ผลผลิต และผลผลิตต่อไร่ ของประเทศผู้ผลิตที่สำาคัญ 10 อันดับแรก ปี 2564-2566 Table 3.9 Potato: Harvested area, production and yield of top 10 major countries, 2021-2023 ที่มา: องค์การอาหารและการเกษตรแห่งสหประชาชาติ หมายเหตุ: 1/ ข้อมูลประเทศไทยปรับปรุงโดย สำานักงานเศรษฐกิจการเกษตร อันดับเรียงตามผลผลิต ประเทศไทยอยู่ลำาดับที่ 102 ข้อมูล ณ 8 ม.ค. 2568 Source: Food and Agriculture Organization of the United Nations Remark: 1/ Thailand information was updated by Office of Agricultural Economics. Sorted by production Thailand ranked 102nd Data as of 8 Jan 2025 รูปที่ 3.9 มันฝรั่ง:"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,98,"Economics. Sorted by production Thailand ranked 102nd Data as of 8 Jan 2025 รูปที่ 3.9 มันฝรั่ง: เนื้อที่เก็บเกี่ยว ผลผลิต และผลผลิตต่อไร่ ของประเทศผู้ผลิตที่สำาคัญ 10 อันดับแรก ปี 2566 Figure 3.9 Potato: Harvested area, production and yield of top 10 major countries, 2023"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,99,"สถิติการเกษตรของประเทศไทย Agricultural Statistics of Thailand 71 ปี เนื้อที่เพาะปลูก (ไร่) Planted area (rai) เนื้อที่เก็บเกี่ยว (ไร่) Harvested area (rai) ผลผลิต (ตัน) Production (ton) ผลผลิตต่อไร่ (กก./ไร่) Yield (kg/rai) ราคา ที่เกษตรกรขายได้ (บาท/กก.) Farm gate price (Baht/kg) มูลค่าของผลผลิต (ล้านบาท) Value of production (Million Baht) Year 2559 39,887 39,877 119,778 3,004 12.43 1,489 2016 2560 37,858 37,010 107,103 2,894 11.76 1,260 2017 2561 37,513 37,304 108,291 2,903 12.20 1,321 2018 2562 45,689 44,874 127,935 2,851 13.53 1,731 2019 2563 43,206 43,094 126,864 2,944 12.87 1,633 2020 2564 39,965 39,683 119,897 3,021 11.42 1,369 2021 2565 40,365 38,000 110,860 2,917 11.98 1,328 2022 2566 40,912 40,693 120,474 2,961 12.13 1,461 2023 2567 41,347 41,083 119,501 2,909 13.23 1,581 2024 2568 40,455f 40,338f 120,854f 2,996f 13.241/ 1,600 2025 มันฝรั่ง: Potato ตารางที่ 3.10 มันฝรั่ง: เนื้อที่ ผลผลิต ผลผลิตต่อไร่ ราคาที่เกษตรกรขายได้ และมูลค่าของผลผลิต ปี 2559-2568 Table 3.10 Potato:"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,99,"ผลผลิต ผลผลิตต่อไร่ ราคาที่เกษตรกรขายได้ และมูลค่าของผลผลิต ปี 2559-2568 Table 3.10 Potato: Area, production, yield, farm gate price and value of production, 2016-2025 รูปที่ 3.10 มันฝรั่ง: เนื้อที่ ผลผลิต ผลผลิตต่อไร่ และราคาที่เกษตรกรขายได้ ปี 2559-2568 Figure 3.10 Potato: Area, production, yield and farm gate price, 2016-2025 หมายเหตุ: 1/ ราคา ปี 2568 คือ ราคาเฉลี่ยเดือน ม.ค.-ก.พ. Remark: 1/ Price in 2025 is the average price between Jan and Feb"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,100,"สถิติการเกษตรของประเทศไทย Agricultural Statistics of Thailand 72 มันฝรั่ง: Potato ตารางที่ 3.11 มันฝรั่ง: เนื้อที่ ผลผลิต และผลผลิตต่อไร่ เป็นรายภาค และรายจังหวัด ปี 2566-2568 Table 3.11 Potato: Area, production and yield by region and province, 2023-2025 รูปที่ 3.11 มันฝรั่ง: เนื้อที่เก็บเกี่ยว ผลผลิต และผลผลิตต่อไร่ เป็นรายภาค ปี 2568 Figure 3.11 Potato: Harvested area, production and yield by region, 2025 ภาค/จังหวัด เนื้อที่เพาะปลูก (ไร่) Planted area (rai) เนื้อที่เก็บเกี่ยว (ไร่) Harvested area (rai) ผลผลิต (ตัน) Production (ton) ผลผลิตต่อไร่ (กก./ไร่) Yield (kg/rai) Region/ Province2566 2023 2567 2024 2568f 2025 2566 2023 2567 2024 2568f 2025 2566 2023 2567 2024 2568f 2025 2566 2023 2567 2024 2568f 2025 รวมทั้งประเทศ40,912 41,347 40,455 40,693 41,083 40,338 120,474 119,501 120,854 2,961 2,909 2,996 Whole Kingdom เหนือ 38,579 39,225 38,427 38,388 38,986 38,318 113,488 113,291 114,634 2,956 2,906 2,992 Northern ตะวันออกเฉียงเหนือ2,333 2,122 2,028 2,305 2,097 2,020 6,986 6,210"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,101,"สถิติการเกษตรของประเทศไทย Agricultural Statistics of Thailand 73 ปี เนื้อที่เก็บเกี่ยว (ไร่) Harvested area (rai) ผลผลิต (ตัน) Production (ton) ผลผลิตต่อไร่ (กก./ไร่) Yield (kg/rai) ราคา ที่เกษตรกรขายได้ (บาท/กก.) Farm gate price (Baht/kg) มูลค่าของผลผลิต (ล้านบาท) Value of production (Million Baht) Year 2558 33,024 114,803 3,476 14.54 1,669 2015 2559 34,537 118,650 3,435 13.20 1,566 2016 2560 34,979 122,593 3,505 11.26 1,380 2017 2561 34,681 123,609 3,564 12.84 1,587 2018 2562 35,569 124,299 3,495 15.61 1,940 2019 2563 37,420 132,650 3,545 16.36 2,170 2020 2564 37,463 134,084 3,579 19.68 2,639 2021 2565 37,909 137,325 3,622 22.48 3,087 2022 2566 38,702 139,760 3,611 24.92 3,483 2023 2567 38,989f 139,232f 3,571f 27.06 3,768 2024 มะเขือเทศ: Tomato ตารางที่ 3.12 มะเขือเทศ: เนื้อที่เก็บเกี่ยว ผลผลิต ผลผลิตต่อไร่ ราคาที่เกษตรกรขายได้ และมูลค่าของผลผลิต ปี 2558-2567 Table 3.12 Tomato: Harvested area, production, yield, farm gate price and value of production, 2015-2024 รูปที่ 3.12"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,101,"Harvested area, production, yield, farm gate price and value of production, 2015-2024 รูปที่ 3.12 มะเขือเทศ: เนื้อที่เก็บเกี่ยว ผลผลิต ผลผลิตต่อไร่ และราคาที่เกษตรกรขายได้ ปี 2558-2567 Figure 3.12 Tomato: Harvested area, production, yield and farm gate price, 2015-2024"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,102,"สถิติการเกษตรของประเทศไทย Agricultural Statistics of Thailand 74 ปี เนื้อที่เก็บเกี่ยว (ไร่) Harvested area (rai) ผลผลิต (ตัน) Production (ton) ผลผลิตต่อไร่ (กก./ไร่) Yield (kg/rai) ราคา ที่เกษตรกรขายได้ (บาท/กก.) Farm gate price (Baht/kg) มูลค่าของผลผลิต (ล้านบาท) Value of production (Million Baht) Year 2558 168,241 241,326 1,434 3.38 816 2015 2559 166,217 236,968 1,426 3.55 841 2016 2560 166,874 242,013 1,450 4.89 1,183 2017 2561 168,719 246,129 1,459 5.03 1,238 2018 2562 165,160 235,195 1,424 5.32 1,251 2019 2563 156,500 221,142 1,413 5.04 1,115 2020 2564 150,114 209,805 1,398 4.86 1,020 2021 2565 145,417 196,615 1,352 6.48 1,274 2022 2566 154,075 215,653 1,400 6.38 1,376 2023 2567 154,359f 219,344f 1,421f 6.39 1,402 2024 ข้าวโพดฝักอ่อน: Baby corn ตารางที่ 3.13 ข้าวโพดฝักอ่อน: เนื้อที่เก็บเกี่ยว ผลผลิต ผลผลิตต่อไร่ ราคาที่เกษตรกรขายได้ และมูลค่าของผลผลิต ปี 2558-2567 Table 3.13 Baby corn: Harvested area, production, yield, farm gate price and value of production, 2015-2024 รูปที่"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,102,"corn: Harvested area, production, yield, farm gate price and value of production, 2015-2024 รูปที่ 3.13 ข้าวโพดฝักอ่อน: เนื้อที่เก็บเกี่ยว ผลผลิต ผลผลิตต่อไร่ และราคาที่เกษตรกรขายได้ ปี 2558-2567 Figure 3.13 Baby corn: Harvested area, production, yield, and farm gate price, 2015-2024"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,103,"สถิติการเกษตรของประเทศไทย Agricultural Statistics of Thailand 75 ปี เนื้อที่เก็บเกี่ยว (ไร่) Harvested area (rai) ผลผลิต (ตัน) Production (ton) ผลผลิตต่อไร่ (กก./ไร่) Yield (kg/rai) ราคา ที่เกษตรกรขายได้ (บาท/กก.) Farm gate price (Baht/kg) มูลค่าของผลผลิต (ล้านบาท) Value of production (Million Baht) Year 2558 217,281 434,453 1,999 8.34 3,623 2015 2559 229,862 487,489 2,121 7.71 3,759 2016 2560 231,762 502,711 2,169 8.07 4,057 2017 2561 244,147 537,487 2,201 5.90 3,171 2018 2562 237,854 501,242 2,107 5.65 2,832 2019 2563 232,423 498,699 2,146 4.93 2,459 2020 2564 228,406 494,108 2,163 5.45 2,693 2021 2565 206,896 450,358 2,177 5.46 2,459 2022 2566 223,540 509,271 2,278 5.99 3,051 2023 2567 222,901f 458,284f 2,056f 7.01 3,213 2024 ข้าวโพดหวาน: Sweet corn ตารางที่ 3.14 ข้าวโพดหวาน: เนื้อที่เก็บเกี่ยว ผลผลิต ผลผลิตต่อไร่ ราคาที่เกษตรกรขายได้ และมูลค่าของผลผลิต ปี 2558-2567 Table 3.14 Sweet corn: Harvested area, production, yield, farm gate price and value of production, 2015-2024 รูปที่"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,103,"corn: Harvested area, production, yield, farm gate price and value of production, 2015-2024 รูปที่ 3.14 ข้าวโพดหวาน: เนื้อที่เก็บเกี่ยว ผลผลิต ผลผลิตต่อไร่ และราคาที่เกษตรกรขายได้ ปี 2558-2567 Figure 3.14 Sweet corn: Harvested area, production, yield, and farm gate price, 2015-2024"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,106,"สถิติการเกษตรของประเทศไทย Agricultural Statistics of Thailand 78 ประเทศ เนื้อที่เก็บเกี่ยว (1,000 ไร่) Harvested area (1,000 rais) ผลผลิต (1,000 ตัน) Production (1,000 tons) ผลผลิตต่อไร่ (กก./ไร่) Yield (kg/rai) Countries 2564 2021 2565 2022 2566 2023 2564 2021 2565 2022 2566 2023 2564 2021 2565 2022 2566 2023 รวมทั้งโลก 6,591 6,631 6,545 28,694 29,385 29,439 4,353 4,432 4,498 World Total อินโดนีเซีย 139 152 147 2,886 3,204 3,157 20,765 21,105 21,446 Indonesia ฟิลิปปินส์ 419 423 432 2,860 2,914 2,944 6,818 6,886 6,813 Philippines คอสตาริกา 250 250 250 2,938 2,619 2,938 11,753 10,475 11,751 Costa Rica จีน 471 478 489 2,289 2,386 2,469 4,861 4,996 5,049 China บราซิล 398 402 400 2,323 2,357 2,387 5,844 5,865 5,974 Brazil อินเดีย 663 675 675 1,799 1,851 1,828 2,715 2,742 2,708 India ไนจีเรีย 1,239 1,224 1,230 1,605 1,610 1,616 3,737 3,811 3,835 Nigeria เม็กซิโก 160 160 162 1,272 1,251 1,273 7,971 7,813 7,843 Mexico ไทย1/ 459 447 338 1,751 1,714 1,249 3,811 3,835 3,691 Thailand1/ โคลัมเบีย"
